id,author,description,clean,sentiment
2217,@wahyuputra346,"Untuk mobil, motor, handphone....itu termasuk produk mana....kok gk ada yg di boikot / fatwa jangan pakai semua apapun yg dari israel /pendukung israel....",untuk mobil motor handphoneitu termasuk produk manakok gk ada yg di boikot fatwa jangan pakai semua apapun yg dari israel pendukung israel,negative
2218,@Kadal_punyacerita,Kecap Bango termasuk ya yg dukung Israel kalo begitu aku stop beli kecap Bango,kecap bango termasuk ya yg dukung israel kalo begitu aku stop beli kecap bango,negative
2219,@budijaya3916,Tidak ada urusannya dgn kebutuhanku,tidak ada urusannya dgn kebutuhanku,negative
2220,@Menanti_Fajar,"Bukankah Masako itu produknya Ajinomoto? Dan Ajinomoto buatan Jepang. Jepang pendukung israel. Mending pakai garam laut aja, biar hidup kalian balik lagi kayak jaman dulu .. 🤣🤣 Motor dan Mobil yg kalian pakai juga rata-rata buatan jepang sekutu Israel dan Amerika. Mending balik pakai kuda aja kayak jaman dulu 🤣🤣 Pergi haji dan umrah pun naik pesawat yg buatan eropa atau Amerika sekutunya Israel...Gak sekalian diboikot juga??",bukankah masako itu produknya ajinomoto dan ajinomoto buatan jepang jepang pendukung israel mending pakai garam laut aja biar hidup kalian balik lagi kayak jaman dulu motor dan mobil yg kalian pakai juga ratarata buatan jepang sekutu israel dan amerika mending balik pakai kuda aja kayak jaman dulu pergi haji dan umrah pun naik pesawat yg buatan eropa atau amerika sekutunya israelgak sekalian diboikot juga,negative
2221,@Sedan-zx6np,Pemerintah harus pertegas bahan dari Israel jangan sampai masuk indonesia,pemerintah harus pertegas bahan dari israel jangan sampai masuk indonesia,neutral
2222,@hariyono3625,"Jadi inget dulu garnier diboikot karena ulah presiden prancis, sekarang di boikot lagi 😁 buat ngembaliin minat konsumen buat beli produk garnier laaaammaaaaa bener dah, kasian nasib karyawan garnier indonesia.",jadi inget dulu garnier diboikot karena ulah presiden prancis sekarang di boikot lagi buat ngembaliin minat konsumen buat beli produk garnier laaaammaaaaa bener dah kasian nasib karyawan garnier indonesia,negative
2223,@hariyono3625,"Jadi inget dulu garnier diboikot karena ulah presiden prancis, sekarang di boikot lagi 😁 buat ngembaliin minat konsumen buat beli produk garnier laaaammaaaaa bener dah, kasian nasib karyawan garnier indonesia.",jadi inget dulu garnier diboikot karena ulah presiden prancis sekarang di boikot lagi buat ngembaliin minat konsumen buat beli produk garnier laaaammaaaaa bener dah kasian nasib karyawan garnier indonesia,negative
2224,@yudihernawan7343,"Maaf,itu barang barang di impor/diproduksi di indonesia?klw di produksu dalam negeri dan karyawan karyawannya org org indonesia, bgmna nasib mereka??",maafitu barang barang di impordiproduksi di indonesiaklw di produksu dalam negeri dan karyawan karyawannya org org indonesia bgmna nasib mereka,negative
2225,@bloxyg,Ulas seorang konten kreator yang menggunakan youtube dan produk layanan google 😅,ulas seorang konten kreator yang menggunakan youtube dan produk layanan google,neutral
2226,@RevinaJuniarty,Aku heran sama yg buat vidio ini😂😂😂😂 Dh lari sarafnya 🤣🤣🤣🤣,aku heran sama yg buat vidio ini dh lari sarafnya,negative
2227,@calonpro3988,pintar memanfaatkan ketololan rakyat indonesia 🤣,pintar memanfaatkan ketololan rakyat indonesia,positive
2228,@Ajibaskara681,Biar di boikot tetap saja saya beli Coca-Cola,biar di boikot tetap saja saya beli cocacola,negative
2229,@lolithaagathaester616,cukup ketawa aja lah org yg bertingkah bodoh 😂,cukup ketawa aja lah org yg bertingkah bodoh,negative
2230,@Spades334,"sulit juga bagi kita kan semua barang yang di boikot itu sudah kita gunakan sehari - hari jadi mau bagaimana lagi?, Tetapi tetap berusaha untuk menggunakan produk dalam negeri 😁😁🍉🇵🇸#freepalestine",sulit juga bagi kita kan semua barang yang di boikot itu sudah kita gunakan sehari hari jadi mau bagaimana lagi tetapi tetap berusaha untuk menggunakan produk dalam negeri freepalestine,negative
2231,@AkunJudi-hg4gb,Laah cuman trik dagang pesaing aja...,laah cuman trik dagang pesaing aja,negative
2232,@ferdyfirli1242,Berarti artinya cintailah produk Indonesia,berarti artinya cintailah produk indonesia,positive
2233,@meldasari1309,Saya heran Indonesia kaya akan rempah kok bahan2 simple kaya gitu bisa berhubungan dengan israel,saya heran indonesia kaya akan rempah kok bahan simple kaya gitu bisa berhubungan dengan israel,positive
2234,@dolantipisadventure8394,Palling boikot 1 hri 2 hri😂🤣🤣😂😂gmnoun jg israel pemegang perekonomian dunia😂😂😂,palling boikot hri hri gmnoun jg israel pemegang perekonomian dunia,neutral
2235,@EssenSiDornaOfficial,Ayo belanja di 212 mart😅😅😅😅,ayo belanja di mart,neutral
2236,@koplakgatel,"Dukung komunis cina yg untung banyak, wah islam koplak",dukung komunis cina yg untung banyak wah islam koplak,negative
2237,@oppopoo-qm7jk,Bung aka produk israel dhajal..,bung aka produk israel dhajal,neutral
2238,@ndeso_adem7270,Mang sariwangi dri israel ya,mang sariwangi dri israel ya,neutral
2239,@davitpn,"Mikir temen cok², mending urusin hidup lo ja , kalo cuma koar² boikot2 cuma bikin konten , mikir njing , kalo mau koar² boikot dari jaman pertama israel serang palestina . mikir",mikir temen cok mending urusin hidup lo ja kalo cuma koar boikot cuma bikin konten mikir njing kalo mau koar boikot dari jaman pertama israel serang palestina mikir,negative
2240,@marcellotristan2247,Kalo gw selama itu halal pasti gw beli...mau produk manapun itu karena kebutuhan sehari hari..,kalo gw selama itu halal pasti gw belimau produk manapun itu karena kebutuhan sehari hari,positive
2241,@kianomraksajagat7328,Aneh....koq jadi digunakan untuk persaingan bisnis,anehkoq jadi digunakan untuk persaingan bisnis,negative
2242,@user-up7df2nj1b,ENAKAN TONGJI,enakan tongji,positive
2243,@Lontong_mbalap,"buat psotingan barang yg ada kaitan dgn produk ziones israel,",buat psotingan barang yg ada kaitan dgn produk ziones israel,neutral
2244,@hendra-rt7j,yg jelas .. belanja senjata canggih buat memerangi mereka . MUI dan umat Islam kumpul duit beli Alusista anti senjata perang kafir jahudi dan antek anteknya . .. stop bangun infra struktur dan ikn di Kalimantan serta stadion di Papua . bangun alutsista canggih .,yg jelas belanja senjata canggih buat memerangi mereka mui dan umat islam kumpul duit beli alusista anti senjata perang kafir jahudi dan antek anteknya stop bangun infra struktur dan ikn di kalimantan serta stadion di papua bangun alutsista canggih,negative
2245,@KANGAMBYAR,tapi rasa gk pernah bohong.kecap bango tetap no satu.,tapi rasa gk pernah bohongkecap bango tetap no satu,positive
2246,@ajid.jr007,"Kalau aku sih gak masalah produk makanan dari mana nya, yg terpenting halal, baik untuk di konsumsi, semua orang...",kalau aku sih gak masalah produk makanan dari mana nya yg terpenting halal baik untuk di konsumsi semua orang,positive
2247,@petanileudug4335,Awesome,awesome,positive
2248,@jeprettelo8217,kok nemen to iki,kok nemen to iki,negative
2249,@putrasumedang9,Ada website lemineral pasarnya sampai Israel,ada website lemineral pasarnya sampai israel,neutral
2250,@mardatillah5331,Bukannya abc juga termasuk....?,bukannya abc juga termasuk,negative
2251,@bondanankyyasa4414,Ente tau backsoundnya ini ? Kocak sok bela palestine tp backsoundnya dari kafir jg 😂,ente tau backsoundnya ini kocak sok bela palestine tp backsoundnya dari kafir jg,negative
2252,@miftahulhuda4733,"Emang mereka naro saham dan industri di negara wakanda doang, se di boikot2 nya produk sama aja pasti ada aja yg beli, dan di negara lain yg mata uangnya gede kaya USA dan Eropa pasti laku aja, Kok sama kaya Fans mu mau boikot pemiliknya yaitu Glazer ya, fans boikot 1 toko marcendas di Manchester, tapi apa hasilnya gak ada cuma kecil, masih banyak toko2 man UTD di kota dan negara lain, belum yg online,",emang mereka naro saham dan industri di negara wakanda doang se di boikot nya produk sama aja pasti ada aja yg beli dan di negara lain yg mata uangnya gede kaya usa dan eropa pasti laku aja kok sama kaya fans mu mau boikot pemiliknya yaitu glazer ya fans boikot toko marcendas di manchester tapi apa hasilnya gak ada cuma kecil masih banyak toko man utd di kota dan negara lain belum yg online,negative
2253,@Nisaputti,Manusia apa antuh gak tau itu sudah di beri sama Allah dasar gak bersyukur apa yang Tuhan berikan🤨,manusia apa antuh gak tau itu sudah di beri sama allah dasar gak bersyukur apa yang tuhan berikan,negative
2254,@sosrosugiyanto-wi8om,Boikot juga media sosial. Karena semua pro israel 😅,boikot juga media sosial karena semua pro israel,negative
2255,@miftahulhuda4733,"Entah kenapa produk2 yg mau di boikot tin itu produk2 berkelas, produk unggul dan berlevel serta berkualitas, Tapi seneng aja sih kalo gak ada yg beli , soalnya selain dari segi boikot, aku liat dari segi pemasaran harga pasti turun, kalo gak laku dlm jangka waktu lama",entah kenapa produk yg mau di boikot tin itu produk berkelas produk unggul dan berlevel serta berkualitas tapi seneng aja sih kalo gak ada yg beli soalnya selain dari segi boikot aku liat dari segi pemasaran harga pasti turun kalo gak laku dlm jangka waktu lama,positive
2256,@nurrohmahfaizatuljannah4866,ABC juga dari Heinz yang pro israel,abc juga dari heinz yang pro israel,neutral
2257,@dheasuryaprasudi3419,"Bisakah anda memastikan bahwa memang barang yg ada vt anda ini sudah sesuai dengan tujuan anda...,saya ikut support Palestine setulus hati saya,tapi saya khawatir vt yg anda buat ini tidak sesuai,yg malah akan membuat produk yg seharusnya tidak disalahkan dalam kondisi salah...,mungkin anda dapat mengerti apa maksud saya❤",bisakah anda memastikan bahwa memang barang yg ada vt anda ini sudah sesuai dengan tujuan andasaya ikut support palestine setulus hati sayatapi saya khawatir vt yg anda buat ini tidak sesuaiyg malah akan membuat produk yg seharusnya tidak disalahkan dalam kondisi salahmungkin anda dapat mengerti apa maksud saya,negative
2258,@scharamuzdharma999,L A N J U T K A N 👌👍👍👍 #savepalestine 🇵🇸✅💙,savepalestine,positive
2259,@lidwinatiny3044,BukankH pekerja pabriknya orang orang Indonesia juga...,bukankh pekerja pabriknya orang orang indonesia juga,negative
2260,@daniachmad7365,Youtube np g d boikot ya?,youtube np boikot ya,negative
2261,@mukidmukid1037,Gblok ngra,gblok ngra,negative
2262,@aguswibowo3350,"Gimana kalau produk zionis Israel itu ternyata diproduksi di Indonesia, Jika nantinya pabriknya pailit....akan terjadi PHK,maka banyak rakyat kita (pegawai pabrik )juga akan kena dmpaknya. Gimana ya solusinya.",gimana kalau produk zionis israel itu ternyata diproduksi di indonesia jika nantinya pabriknya pailitakan terjadi phkmaka banyak rakyat kita pegawai pabrik juga akan kena dmpaknya gimana ya solusinya,negative
2263,@Ambarwati-fz9ef,Jangan terlalu fanatik entar repot sendiri...udah saja belanja seperti biasa,jangan terlalu fanatik entar repot sendiriudah saja belanja seperti biasa,negative
2264,@mochammadbasuniimron5777,boikot bukan jalan yang benar.,boikot bukan jalan yang benar,negative
2265,@user-sj9cd3ml5w,"🤔🤔 saya heran sampai bumbu masak aja bisa bisa nya impor dari Israel, produk Indonesia apa 😂😂😂😂😂",saya heran sampai bumbu masak aja bisa bisa nya impor dari israel produk indonesia apa,negative
2266,@rudiwiranata261,Ada yg tau bagaimana sejarah uang kertas di ciptakan..?? Klo saja anda anda tau mungkin barter yg akan di lakukan sekrang.!,ada yg tau bagaimana sejarah uang kertas di ciptakan klo saja anda anda tau mungkin barter yg akan di lakukan sekrang,neutral
2267,@ryanadhicandra3624,Gausah di upload d yutub short gan...kan punya AS..sekutu nya Israel,gausah di upload yutub short gankan punya assekutu nya israel,negative
2268,@reyhanfatahillah3322,Mau boikot itu pemerintah harus bayar ganti rugi pedagang,mau boikot itu pemerintah harus bayar ganti rugi pedagang,negative
2269,@nachichanel8581,le minerale jg sama kyk aqua jgn bodohi masyarakat,le minerale jg sama kyk aqua jgn bodohi masyarakat,negative
2270,@AV-05,"Post boikot, koment boikoit.. aslinya kagak.. kocak, munafik bet kadrun² di konona nih 😅",post boikot koment boikoit aslinya kagak kocak munafik bet kadrun di konona nih,negative
2271,@indrapanca562,"Bismillah.... Semoga rakyat Palestina  para Mujahid² diberi Kekuatan, Ketabahan, Ketawakalan  Kemenangan dlm perjuangannya mengusir penjajah zionis israhell. Serta senantiasa dalam Lindungan  Rahmat Allah SWT. Serta Palestina segera diberikan kemerdekaan, kedamaian  kebarokahan. Aamiin ya Mujibasailiin... Allahu Akbar..!!",bismillah semoga rakyat palestina para mujahid diberi kekuatan ketabahan ketawakalan kemenangan dlm perjuangannya mengusir penjajah zionis israhell serta senantiasa dalam lindungan rahmat allah swt serta palestina segera diberikan kemerdekaan kedamaian kebarokahan aamiin ya mujibasailiin allahu akbar,positive
2272,@suwarnisetyo8915,Aamiin Allahumma Aamiin Qabbul Ya Rabb,aamiin allahumma aamiin qabbul ya rabb,positive
2273,@adrieljayadiparhusip1902,Cara pandang yang bodoh,cara pandang yang bodoh,negative
2274,@agusdemon659,Maksud nya cari merk si udin merk lokal,maksud nya cari merk si udin merk lokal,neutral
2275,@suyanto6,"Termakasih infonya , share lebih banyak admin",termakasih infonya share lebih banyak admin,neutral
2276,@erikooktariansyah6539,"Teh made in indonesia ada gak? Klo ada, apa namanya?",teh made in indonesia ada gak klo ada apa namanya,neutral
2277,@porgastdsyofian5682,"Kalo negara krisis ekonomi kita ngeluh, nyalahin pemerintah. Sedangkan kita sadar ekonomi kita juga secara ga langsung terbantu oleh produk"" itu. Dari pda kita berdebat soal boikot. Kenapa kita ga sekalian mendesak pemerintah kita buat angkat senjata lawan langsung mreka (zionis ), kayak negara"" lain yg mulai memperlihatkan aksi nyata ? Bahkan cina yg bukan islam pun mulai bergerak ,mengangkat senjata.",kalo negara krisis ekonomi kita ngeluh nyalahin pemerintah sedangkan kita sadar ekonomi kita juga secara ga langsung terbantu oleh produk itu dari pda kita berdebat soal boikot kenapa kita ga sekalian mendesak pemerintah kita buat angkat senjata lawan langsung mreka zionis kayak negara lain yg mulai memperlihatkan aksi nyata bahkan cina yg bukan islam pun mulai bergerak mengangkat senjata,negative
2279,@Kang_Kabayan,"Harusnya pemerintah yg memboikot, dg melarang produk2 ini masuk, jangan lempar tg jwb kpd rakyat",harusnya pemerintah yg memboikot dg melarang produk ini masuk jangan lempar tg jwb kpd rakyat,negative
2280,@user-yo2ft4rj9f,Ws kadung cocok bro,ws kadung cocok bro,positive
2281,@pastel_coklat_sss_switt7671,produk israel babi,produk israel babi,negative
2282,@almazzband,Bener semua tuh 😂😂😂 bango aku sd smp aja sdh ada nah israel kpn datang nya ??? Umur ku sekarang nyaris bgt 60,bener semua tuh bango aku sd smp aja sdh ada nah israel kpn datang nya umur ku sekarang nyaris bgt,negative
2283,@umizainab888,"Alhamdulillah sy udh lm tinggalkan produk yahudi isroil,insyaallah udh ikut jihad dgn boikot produk zionis,,yg udh mnjjah palestin 75th dgn kejam",alhamdulillah sy udh lm tinggalkan produk yahudi isroilinsyaallah udh ikut jihad dgn boikot produk zionisyg udh mnjjah palestin th dgn kejam,negative
2284,@Rani_nurmayanti,mereka yg bekerja di pabrik pembuat produk tersebut bagaimana. cari prodak lain memang bisa. tapi menghentikan mata pencaharian mereka rakyat pribumi mungkin itu yg belum terpikirkan,mereka yg bekerja di pabrik pembuat produk tersebut bagaimana cari prodak lain memang bisa tapi menghentikan mata pencaharian mereka rakyat pribumi mungkin itu yg belum terpikirkan,negative
2285,@idafauziah9835,5 tahun indonesia gak ada haji sebab pesawat terbang buat israel maka di jamin palestina merdeka buat apa boikot bl masih gunakqn kertas(uang)itu produk yg gak lepas darii israel pikirlah,tahun indonesia gak ada haji sebab pesawat terbang buat israel maka di jamin palestina merdeka buat apa boikot bl masih gunakqn kertasuangitu produk yg gak lepas darii israel pikirlah,negative
2286,@sujudsyukur2863,Stujuuu bnget,stujuuu bnget,negative
